Accident_severity,Number_of_casualties,Time,Day_of_week,Area_accident_occured,Types_of_Junction,Road_allignment,Lanes_or_Medians,Weather_conditions,Light_conditions,Road_surface_conditions,Type_of_collision,Vehicle_movement,Cause_of_accident,Age_band_of_driver,Driving_experience,Sex_of_driver,Type_of_vehicle,Hour,Time_period,severity_score,is_weekend
slight injury,2,1900-01-01 17:35:00,saturday,other,crossing,steep grade downward with mountainous terrain,one way,raining,darkness - lights lit,wet or damp,collision with roadside objects,going straight,no priority to vehicle,over 51,5-10yr,male,lorry (41?100q),17,afternoon,1,True
slight injury,2,1900-01-01 17:35:00,saturday,residential areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,collision with pedestrians,going straight,moving backward,over 51,1-2yr,male,lorry (41?100q),17,afternoon,1,True
slight injury,1,1900-01-01 18:40:00,tuesday,residential areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving under the influence of drugs,18-30,5-10yr,male,lorry (41?100q),18,evening,1,False
slight injury,1,1900-01-01 18:40:00,tuesday,residential areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,moving backward,18-30,2-5yr,male,public (13?45 seats),18,evening,1,False
slight injury,1,1900-01-01 15:47:00,thursday,other,y shape,tangent road with flat terrain,other,normal,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,31-50,below 1yr,male,automobile,15,afternoon,1,False
slight injury,1,1900-01-01 14:57:00,sunday,other,no junction,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,moving backward,overspeed,under 18,below 1yr,male,other,14,afternoon,1,True
serious injury,2,1900-01-01 17:25:00,friday,other,y shape,tangent road with flat terrain,one way,normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,driving under the influence of drugs,31-50,5-10yr,male,other,17,afternoon,2,False
serious injury,2,1900-01-01 17:25:00,friday,hospital areas,y shape,tangent road with flat terrain,undivided two way,normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,31-50,5-10yr,male,other,17,afternoon,2,False
serious injury,2,1900-01-01 17:25:00,friday,residential areas,y shape,tangent road with flat terrain,undivided two way,normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,no distancing,31-50,1-2yr,male,automobile,17,afternoon,2,False
serious injury,2,1900-01-01 17:22:00,sunday,residential areas,crossing,tangent road with flat terrain,one way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,over 51,5-10yr,male,other,17,afternoon,2,True
serious injury,2,1900-01-01 17:22:00,sunday,residential areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,turnover,overspeed,under 18,above 10yr,male,lorry (41?100q),17,afternoon,2,True
slight injury,1,1900-01-01 16:05:00,monday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with pedestrians,going straight,driving under the influence of drugs,18-30,1-2yr,male,public (12 seats),16,afternoon,1,False
slight injury,1,1900-01-01 16:05:00,monday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with pedestrians,going straight,changing lane to the right,31-50,5-10yr,male,lorry (41?100q),16,afternoon,1,False
slight injury,1,1900-01-01 16:05:00,monday,other,y shape,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,above 10yr,male,public (12 seats),16,afternoon,1,False
slight injury,1,1900-01-01 09:00:00,thursday,office areas,crossing,tangent road with flat terrain,double carriageway (median),other,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,2-5yr,male,lorry (41?100q),9,morning,1,False
slight injury,1,1900-01-01 09:00:00,thursday,residential areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),other,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,5-10yr,male,other,9,morning,1,False
slight injury,1,1900-01-01 08:55:00,saturday,office areas,y shape,gentle horizontal curve,double carriageway (median),normal,daylight,dry,vehicle with vehicle collision,going straight,moving backward,18-30,below 1yr,male,lorry (41?100q),8,morning,1,True
slight injury,1,1900-01-01 10:44:00,friday,office areas,no junction,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,31-50,5-10yr,male,automobile,10,morning,1,False
slight injury,1,1900-01-01 16:18:00,wednesday,other,y shape,tangent road with flat terrain,double carriageway (median),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,overspeed,18-30,above 10yr,male,public (> 45 seats),16,afternoon,1,False
slight injury,2,1900-01-01 17:21:00,thursday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,5-10yr,male,lorry (41?100q),17,afternoon,1,False
slight injury,2,1900-01-01 17:21:00,thursday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,turnover,driving carelessly,31-50,1-2yr,male,other,17,afternoon,1,False
slight injury,2,1900-01-01 17:21:00,thursday,office areas,no junction,tangent road with flat terrain,one way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,31-50,5-10yr,male,other,17,afternoon,1,False
slight injury,2,1900-01-01 17:21:00,thursday,other,no junction,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,reversing,no distancing,31-50,1-2yr,male,automobile,17,afternoon,1,False
slight injury,1,1900-01-01 15:40:00,monday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,other,no distancing,18-30,1-2yr,male,lorry (41?100q),15,afternoon,1,False
slight injury,1,1900-01-01 15:40:00,monday,residential areas,y shape,gentle horizontal curve,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,1-2yr,male,pick up upto 10q,15,afternoon,1,False
slight injury,1,1900-01-01 15:40:00,monday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,18-30,5-10yr,male,automobile,15,afternoon,1,False
slight injury,1,1900-01-01 15:40:00,monday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,turnover,no priority to vehicle,31-50,5-10yr,female,automobile,15,afternoon,1,False
slight injury,2,1900-01-01 16:46:00,thursday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),cloudy,darkness - lights lit,wet or damp,vehicle with vehicle collision,other,changing lane to the left,18-30,5-10yr,male,other,16,afternoon,1,False
slight injury,2,1900-01-01 16:46:00,thursday,other,y shape,tangent road with flat terrain,undivided two way,cloudy,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,moving backward,over 51,below 1yr,male,automobile,16,afternoon,1,False
slight injury,2,1900-01-01 16:46:00,thursday,residential areas,y shape,tangent road with flat terrain,undivided two way,cloudy,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,31-50,above 10yr,male,stationwagen,16,afternoon,1,False
slight injury,2,1900-01-01 17:45:00,sunday,residential areas,other,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,other,changing lane to the left,18-30,5-10yr,male,other,17,afternoon,1,True
slight injury,2,1900-01-01 17:45:00,sunday,other,other,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no priority to pedestrian,31-50,below 1yr,male,automobile,17,afternoon,1,True
slight injury,2,1900-01-01 11:45:00,saturday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),snow,daylight,snow,vehicle with vehicle collision,turnover,no distancing,18-30,above 10yr,female,ridden horse,11,morning,1,True
slight injury,2,1900-01-01 11:45:00,saturday,other,y shape,tangent road with flat terrain,undivided two way,snow,daylight,snow,vehicle with vehicle collision,going straight,no distancing,over 51,5-10yr,male,automobile,11,morning,1,True
slight injury,2,1900-01-01 11:45:00,saturday,other,y shape,tangent road with flat terrain,double carriageway (median),snow,daylight,snow,collision with roadside objects,turnover,overturning,31-50,above 10yr,male,other,11,morning,1,True
slight injury,2,1900-01-01 11:45:00,saturday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),snow,daylight,snow,collision with roadside objects,going straight,no distancing,31-50,5-10yr,male,lorry (41?100q),11,morning,1,True
slight injury,2,1900-01-01 12:00:00,saturday,recreational areas,crossing,tangent road with flat terrain,undivided two way,snow,daylight,snow,vehicle with vehicle collision,moving backward,drunk driving,over 51,1-2yr,male,lorry (41?100q),12,afternoon,1,True
slight injury,2,1900-01-01 12:00:00,saturday,other,crossing,tangent road with flat terrain,other,snow,daylight,snow,vehicle with vehicle collision,going straight,moving backward,over 51,1-2yr,male,lorry (41?100q),12,afternoon,1,True
slight injury,2,1900-01-01 12:00:00,saturday,office areas,crossing,tangent road with flat terrain,undivided two way,snow,daylight,snow,vehicle with vehicle collision,going straight,no priority to pedestrian,18-30,1-2yr,male,stationwagen,12,afternoon,1,True
slight injury,2,1900-01-01 12:00:00,saturday,other,crossing,tangent road with flat terrain,undivided two way,snow,daylight,snow,vehicle with vehicle collision,going straight,changing lane to the left,18-30,2-5yr,male,lorry (41?100q),12,afternoon,1,True
slight injury,1,1900-01-01 07:50:00,friday,office areas,no junction,tangent road with flat terrain,undivided two way,snow,daylight,wet or damp,collision with roadside objects,reversing,changing lane to the left,31-50,above 10yr,male,automobile,7,morning,1,False
slight injury,1,1900-01-01 07:50:00,friday,office areas,no junction,tangent road with flat terrain,one way,snow,daylight,wet or damp,vehicle with vehicle collision,reversing,getting off the vehicle improperly,31-50,2-5yr,male,automobile,7,morning,1,False
slight injury,2,1900-01-01 19:55:00,sunday,office areas,no junction,tangent road with flat terrain,undivided two way,snow,darkness - no lighting,dry,collision with roadside objects,reversing,no distancing,18-30,above 10yr,male,pick up upto 10q,19,evening,1,True
slight injury,2,1900-01-01 19:55:00,sunday,other,no junction,tangent road with flat terrain,undivided two way,snow,darkness - no lighting,dry,collision with roadside objects,going straight,changing lane to the right,31-50,2-5yr,male,taxi,19,evening,1,True
slight injury,6,1900-01-01 20:30:00,sunday,other,no junction,tangent road with flat terrain,double carriageway (median),normal,darkness - lights lit,wet or damp,collision with pedestrians,going straight,changing lane to the right,over 51,no licence,male,automobile,20,evening,1,True
slight injury,6,1900-01-01 20:30:00,sunday,office areas,no junction,tangent road with flat terrain,two-way (divided with solid lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,moving backward,over 51,1-2yr,male,automobile,20,evening,1,True
